GCId,Type,Cause,UsedHeap,PauseTime
125,ParallelScavenge,Allocation Failure,46712176,4796130
126,ParallelScavenge,Allocation Failure,47138160,4861653
127,ParallelScavenge,Allocation Failure,47564144,4779512
128,ParallelScavenge,Allocation Failure,47465840,5437655
129,ParallelScavenge,Allocation Failure,47891824,7305162
130,ParallelScavenge,Allocation Failure,48285040,5221552
131,ParallelScavenge,Allocation Failure,48743760,5505187
132,ParallelScavenge,Allocation Failure,49120624,5734711
133,ParallelScavenge,Allocation Failure,49579376,5687397
134,ParallelScavenge,Allocation Failure,49988976,5263052
135,ParallelScavenge,Allocation Failure,50464112,5922176
136,ParallelScavenge,Allocation Failure,50865520,5208450
137,ParallelScavenge,Allocation Failure,51275120,5167660
138,ParallelScavenge,Allocation Failure,51750256,7704470
139,ParallelScavenge,Allocation Failure,52118896,5235140
140,ParallelScavenge,Allocation Failure,52594032,5096040
141,ParallelScavenge,Allocation Failure,53036400,5321430
142,ParallelScavenge,Allocation Failure,53478768,5101660
143,ParallelScavenge,Allocation Failure,53888368,7078771
144,ParallelScavenge,Allocation Failure,54322544,5441348
145,ParallelScavenge,Allocation Failure,54756720,6253048
146,ParallelScavenge,Allocation Failure,55149936,5948693
147,ParallelScavenge,Allocation Failure,55633264,7808687
148,ParallelScavenge,Allocation Failure,56026480,5637032
149,ParallelScavenge,Allocation Failure,56460656,5219185
150,ParallelScavenge,Allocation Failure,56853872,5237672
151,ParallelScavenge,Allocation Failure,57279856,7171899
152,ParallelScavenge,Allocation Failure,57697648,7546715
153,ParallelScavenge,Allocation Failure,58123632,5811179
154,ParallelScavenge,Allocation Failure,58516848,5325021
155,ParallelScavenge,Allocation Failure,59016560,5999368
156,ParallelScavenge,Allocation Failure,59377008,6765523
157,ParallelScavenge,Allocation Failure,59868528,5198197
158,ParallelScavenge,Allocation Failure,60261744,5199521
159,ParallelScavenge,Allocation Failure,60720496,5614437
160,ParallelScavenge,Allocation Failure,61154672,5275451
161,ParallelScavenge,Allocation Failure,61547888,6814457
162,ParallelScavenge,Allocation Failure,61941104,6350625
163,ParallelScavenge,Allocation Failure,62408048,7461891
164,ParallelScavenge,Allocation Failure,62825840,6090483
165,ParallelScavenge,Allocation Failure,63243632,6256861
166,ParallelScavenge,Allocation Failure,63686000,5840790
167,ParallelScavenge,Allocation Failure,64079216,5825354
168,ParallelScavenge,Allocation Failure,64537968,5827107
169,ParallelScavenge,Allocation Failure,64963952,5156998
170,ParallelScavenge,Allocation Failure,65389936,6122594
171,ParallelScavenge,Allocation Failure,65783152,5335067
172,ParallelScavenge,Allocation Failure,66241904,5792853
173,ParallelScavenge,Allocation Failure,66659696,5935093
174,ParallelScavenge,Allocation Failure,67093872,6233017
175,ParallelScavenge,Allocation Failure,67454320,5521005
176,ParallelScavenge,Allocation Failure,67921264,6499403
177,ParallelScavenge,Allocation Failure,68347248,5494808
178,ParallelScavenge,Allocation Failure,68814192,5823676
179,ParallelScavenge,Allocation Failure,69207408,5912285
180,ParallelScavenge,Allocation Failure,69600624,5648847
181,ParallelScavenge,Allocation Failure,70034800,5984016
182,ParallelScavenge,Allocation Failure,70501744,6524899
183,ParallelScavenge,Allocation Failure,70952304,5338788
184,ParallelScavenge,Allocation Failure,71370096,6086358
185,ParallelScavenge,Allocation Failure,71755120,5378566
186,ParallelOld,Ergonomics,51733872,53024946
187,ParallelScavenge,Allocation Failure,41052056,2195155
188,ParallelScavenge,Allocation Failure,41543576,1465185
189,ParallelScavenge,Allocation Failure,40855448,1948908
190,ParallelScavenge,Allocation Failure,41248664,2459605
191,ParallelScavenge,Allocation Failure,41150360,2490441
192,ParallelScavenge,Allocation Failure,41510808,2383318
193,ParallelScavenge,Allocation Failure,41904024,2807827
194,ParallelScavenge,Allocation Failure,42264472,2813731
195,ParallelScavenge,Allocation Failure,42657688,3199612
196,ParallelScavenge,Allocation Failure,43050904,3968566
197,ParallelScavenge,Allocation Failure,43444120,4087698
198,ParallelScavenge,Allocation Failure,43837336,3879122
199,ParallelScavenge,Allocation Failure,44197784,5098501
200,ParallelScavenge,Allocation Failure,44558232,4408056
201,ParallelScavenge,Allocation Failure,44427160,6351648
202,ParallelScavenge,Allocation Failure,44787608,8397236
203,ParallelScavenge,Allocation Failure,45156248,4764637
204,ParallelScavenge,Allocation Failure,45557656,4942837
205,ParallelScavenge,Allocation Failure,45934488,6920728
206,ParallelScavenge,Allocation Failure,46303128,6743430
207,ParallelScavenge,Allocation Failure,46688152,5210504
208,ParallelScavenge,Allocation Failure,47081368,5180906
209,ParallelScavenge,Allocation Failure,47499160,5023706
210,ParallelScavenge,Allocation Failure,47867800,4952424
211,ParallelScavenge,Allocation Failure,48228248,5106151
212,ParallelScavenge,Allocation Failure,48596888,9626223
213,ParallelScavenge,Allocation Failure,48990104,4685956
214,ParallelScavenge,Allocation Failure,49416088,5145900
215,ParallelScavenge,Allocation Failure,49809304,4938270
216,ParallelScavenge,Allocation Failure,50177944,5269075
217,ParallelScavenge,Allocation Failure,50571160,4687868
218,ParallelScavenge,Allocation Failure,50964376,5159216
219,ParallelScavenge,Allocation Failure,51373976,4809700
220,ParallelScavenge,Allocation Failure,51734424,5358858
221,ParallelScavenge,Allocation Failure,52119448,6321275
222,ParallelScavenge,Allocation Failure,52504472,5043857
223,ParallelScavenge,Allocation Failure,52864920,5051489
224,ParallelScavenge,Allocation Failure,53323672,5333900
225,ParallelScavenge,Allocation Failure,53667736,4918478
226,ParallelScavenge,Allocation Failure,54052760,5100765
227,ParallelScavenge,Allocation Failure,54445976,5216125
228,ParallelScavenge,Allocation Failure,54790040,6817220
229,ParallelScavenge,Allocation Failure,55175064,6107104
230,ParallelScavenge,Allocation Failure,55592856,4663260
231,ParallelScavenge,Allocation Failure,55986072,5408985
232,ParallelScavenge,Allocation Failure,56338328,6029782
233,ParallelScavenge,Allocation Failure,56756120,6446273
234,ParallelScavenge,Allocation Failure,57108376,5133948
235,ParallelScavenge,Allocation Failure,57526168,5395745
236,ParallelScavenge,Allocation Failure,57911192,5325061
237,ParallelScavenge,Allocation Failure,58288024,6532710
238,ParallelScavenge,Allocation Failure,58632088,4768935
239,ParallelScavenge,Allocation Failure,59058072,4628492
240,ParallelScavenge,Allocation Failure,59443096,6493501
241,ParallelScavenge,Allocation Failure,59869080,6954965
242,ParallelScavenge,Allocation Failure,60180376,4806608
243,ParallelScavenge,Allocation Failure,60573592,5103267
244,ParallelScavenge,Allocation Failure,61024152,5565744
245,ParallelScavenge,Allocation Failure,61384600,4844078
246,ParallelScavenge,Allocation Failure,61802392,4937891
247,ParallelScavenge,Allocation Failure,62146456,5741496
248,ParallelScavenge,Allocation Failure,62506904,5135686
249,ParallelScavenge,Allocation Failure,62957464,5777497
250,ParallelScavenge,Allocation Failure,63317912,5596887
251,ParallelScavenge,Allocation Failure,63735704,5425836
252,ParallelScavenge,Allocation Failure,64120728,5369050
253,ParallelScavenge,Allocation Failure,64505752,5604541
254,ParallelScavenge,Allocation Failure,64866200,5233491
255,ParallelScavenge,Allocation Failure,65251224,4964291
256,ParallelScavenge,Allocation Failure,65644440,5168413
257,ParallelScavenge,Allocation Failure,66021272,4763322
258,ParallelScavenge,Allocation Failure,66439064,5450755
259,ParallelScavenge,Allocation Failure,66766744,5683782
260,ParallelScavenge,Allocation Failure,67143576,5439675
261,ParallelScavenge,Allocation Failure,67569560,4836747
262,ParallelScavenge,Allocation Failure,67995544,4886338
263,ParallelScavenge,Allocation Failure,68347800,4817821
264,ParallelOld,Ergonomics,50390936,55308321
265,ParallelScavenge,Allocation Failure,39240032,2297820
266,ParallelScavenge,Allocation Failure,38617440,2282105
267,ParallelScavenge,Allocation Failure,38945120,1616346
268,ParallelScavenge,Allocation Failure,38814048,1732005
269,ParallelScavenge,Allocation Failure,39174496,2208543
270,ParallelScavenge,Allocation Failure,39469408,3104375
271,ParallelScavenge,Allocation Failure,39797088,2527898
272,ParallelScavenge,Allocation Failure,40157536,3193226
273,ParallelScavenge,Allocation Failure,40517984,2988443
274,ParallelScavenge,Allocation Failure,40845664,3905102
275,ParallelScavenge,Allocation Failure,41173344,3331780
276,ParallelScavenge,Allocation Failure,41533792,4193280
277,ParallelScavenge,Allocation Failure,41894240,4757025
278,ParallelScavenge,Allocation Failure,42189152,4377050
279,ParallelScavenge,Allocation Failure,42582368,4656049
280,ParallelScavenge,Allocation Failure,42320224,4518200
281,ParallelScavenge,Allocation Failure,42688864,4830347
282,ParallelScavenge,Allocation Failure,43024736,4384137
283,ParallelScavenge,Allocation Failure,43385184,4934000
284,ParallelScavenge,Allocation Failure,43745632,4657512
285,ParallelScavenge,Allocation Failure,44130656,4430475
286,ParallelScavenge,Allocation Failure,44417376,4559101
287,ParallelScavenge,Allocation Failure,44769632,4294283
288,ParallelScavenge,Allocation Failure,45154656,5053962
289,ParallelScavenge,Allocation Failure,45449568,4836461
290,ParallelScavenge,Allocation Failure,45801824,4771103
291,ParallelScavenge,Allocation Failure,46145888,4340261
292,ParallelScavenge,Allocation Failure,46506336,6230163
293,ParallelScavenge,Allocation Failure,46793056,4894042
294,ParallelScavenge,Allocation Failure,47186272,5668940
295,ParallelScavenge,Allocation Failure,47538528,5188999
296,ParallelScavenge,Allocation Failure,47882592,5374931
297,ParallelScavenge,Allocation Failure,48226656,4693206
298,ParallelScavenge,Allocation Failure,48570720,4692130
299,ParallelScavenge,Allocation Failure,48882016,4848008
300,ParallelScavenge,Allocation Failure,49250656,5457603
301,ParallelScavenge,Allocation Failure,49594720,4781983
302,ParallelScavenge,Allocation Failure,49897824,5366546
303,ParallelScavenge,Allocation Failure,50274656,5247848
304,ParallelScavenge,Allocation Failure,50618720,4176711
305,ParallelScavenge,Allocation Failure,50962784,4737030
306,ParallelScavenge,Allocation Failure,51274080,4365916
307,ParallelScavenge,Allocation Failure,51609952,5244204
308,ParallelScavenge,Allocation Failure,51954016,4751808
309,ParallelScavenge,Allocation Failure,52371808,6283816
310,ParallelScavenge,Allocation Failure,52674912,5429375
311,ParallelScavenge,Allocation Failure,53010784,5152827
312,ParallelScavenge,Allocation Failure,53346656,4685258
313,ParallelScavenge,Allocation Failure,53690720,5189390
314,ParallelScavenge,Allocation Failure,54034784,4582198
315,ParallelScavenge,Allocation Failure,54378848,5263805
316,ParallelScavenge,Allocation Failure,54722912,4352143
317,ParallelScavenge,Allocation Failure,55042400,5237095
318,ParallelScavenge,Allocation Failure,55386464,4922972
319,ParallelScavenge,Allocation Failure,55738720,5047627
320,ParallelScavenge,Allocation Failure,56074592,5696563
321,ParallelScavenge,Allocation Failure,56418656,5028975
322,ParallelScavenge,Allocation Failure,56787296,6519349
323,ParallelScavenge,Allocation Failure,57098592,6257724
324,ParallelScavenge,Allocation Failure,57442656,5932922
325,ParallelScavenge,Allocation Failure,57778528,5108981
326,ParallelScavenge,Allocation Failure,58147168,6119434
327,ParallelScavenge,Allocation Failure,58450272,4677399
328,ParallelScavenge,Allocation Failure,58794336,4933775
329,ParallelScavenge,Allocation Failure,59138400,4938450
330,ParallelScavenge,Allocation Failure,59482464,4791887
331,ParallelScavenge,Allocation Failure,59818336,4572816
332,ParallelScavenge,Allocation Failure,60162400,4988191
333,ParallelScavenge,Allocation Failure,60506464,5458079
334,ParallelScavenge,Allocation Failure,60842336,4771176
335,ParallelScavenge,Allocation Failure,61178208,4884341
336,ParallelScavenge,Allocation Failure,61522272,4435762
337,ParallelScavenge,Allocation Failure,61858144,4826294
338,ParallelScavenge,Allocation Failure,62194016,4356869
339,ParallelScavenge,Allocation Failure,62505312,5140062
340,ParallelScavenge,Allocation Failure,62890336,4387173
341,ParallelScavenge,Allocation Failure,63234400,5027441
342,ParallelScavenge,Allocation Failure,63570272,4741341
343,ParallelScavenge,Allocation Failure,63955296,5102787
344,ParallelScavenge,Allocation Failure,64266592,4823252
345,ParallelScavenge,Allocation Failure,64610656,5192130
346,ParallelScavenge,Allocation Failure,64954720,4635722
347,ParallelScavenge,Allocation Failure,65323360,5232535
348,ParallelOld,Ergonomics,49414496,67626252
349,ParallelScavenge,Allocation Failure,37523768,2132525
350,ParallelScavenge,Allocation Failure,37982520,1556888
351,ParallelScavenge,Allocation Failure,37720376,1734867
352,ParallelScavenge,Allocation Failure,38048056,2028320
353,ParallelScavenge,Allocation Failure,38375736,2067070
354,ParallelScavenge,Allocation Failure,38703416,2384887
355,ParallelScavenge,Allocation Failure,39031096,2386301
356,ParallelScavenge,Allocation Failure,39358776,2607302
357,ParallelScavenge,Allocation Failure,39653688,5511878
358,ParallelScavenge,Allocation Failure,39948600,3832373
359,ParallelScavenge,Allocation Failure,40243512,6354317
360,ParallelScavenge,Allocation Failure,40538424,4178332
361,ParallelScavenge,Allocation Failure,40931640,3704380
362,ParallelScavenge,Allocation Failure,41226552,3788515
363,ParallelScavenge,Allocation Failure,41554232,4501583
364,ParallelScavenge,Allocation Failure,41849144,4160965
365,ParallelScavenge,Allocation Failure,41709880,5450344
366,ParallelScavenge,Allocation Failure,41988408,4732096
367,ParallelScavenge,Allocation Failure,42291512,4647643
368,ParallelScavenge,Allocation Failure,42627384,5691330
369,ParallelScavenge,Allocation Failure,42963256,4588694
370,ParallelScavenge,Allocation Failure,43299128,4122096
371,ParallelScavenge,Allocation Failure,43602232,5831560
372,ParallelScavenge,Allocation Failure,43921720,4360688
373,ParallelScavenge,Allocation Failure,44282168,4547226
374,ParallelScavenge,Allocation Failure,44577080,4642394
375,ParallelScavenge,Allocation Failure,44880184,4899399
376,ParallelScavenge,Allocation Failure,45224248,5206463
377,ParallelScavenge,Allocation Failure,45551928,4407712
378,ParallelScavenge,Allocation Failure,45887800,4058405
379,ParallelScavenge,Allocation Failure,46190904,4352527
380,ParallelScavenge,Allocation Failure,46526776,4508866
381,ParallelScavenge,Allocation Failure,46846264,4540738
382,ParallelScavenge,Allocation Failure,47165752,4544789
383,ParallelScavenge,Allocation Failure,47485240,4704817
384,ParallelScavenge,Allocation Failure,47780152,4245662
385,ParallelScavenge,Allocation Failure,48148792,4070008
386,ParallelScavenge,Allocation Failure,48435512,3983325
387,ParallelScavenge,Allocation Failure,48828728,4410290
388,ParallelScavenge,Allocation Failure,49090872,5132570
389,ParallelScavenge,Allocation Failure,49443128,4517741
390,ParallelScavenge,Allocation Failure,49811768,3997827
391,ParallelScavenge,Allocation Failure,50106680,4110143
392,ParallelScavenge,Allocation Failure,50426168,4682158
393,ParallelScavenge,Allocation Failure,50712888,4088623
394,ParallelScavenge,Allocation Failure,51106104,4913350
395,ParallelScavenge,Allocation Failure,51392824,4373011
396,ParallelScavenge,Allocation Failure,51720504,5197866
397,ParallelScavenge,Allocation Failure,51999032,4895335
398,ParallelScavenge,Allocation Failure,52318520,5145694
399,ParallelScavenge,Allocation Failure,52629816,5085136
400,ParallelScavenge,Allocation Failure,52924728,4455373
401,ParallelScavenge,Allocation Failure,53285176,4988988
402,ParallelScavenge,Allocation Failure,53637432,4480235
403,ParallelScavenge,Allocation Failure,53940536,4095530
404,ParallelScavenge,Allocation Failure,54300984,4112390
405,ParallelScavenge,Allocation Failure,54628664,4738942
406,ParallelScavenge,Allocation Failure,54915384,4145535
407,ParallelScavenge,Allocation Failure,55275832,4787399
408,ParallelScavenge,Allocation Failure,55603512,4171492
409,ParallelScavenge,Allocation Failure,55890232,6707259
410,ParallelScavenge,Allocation Failure,56250680,4689570
411,ParallelScavenge,Allocation Failure,56537400,4584265
412,ParallelScavenge,Allocation Failure,56881464,5225697
413,ParallelScavenge,Allocation Failure,57200952,6205772
414,ParallelScavenge,Allocation Failure,57487672,4161402
415,ParallelScavenge,Allocation Failure,57798968,4190630
416,ParallelScavenge,Allocation Failure,58126648,4916875
417,ParallelScavenge,Allocation Failure,58446136,4720390
418,ParallelScavenge,Allocation Failure,58765624,4626150
419,ParallelScavenge,Allocation Failure,59101496,4131142
420,ParallelScavenge,Allocation Failure,59420984,4095868
421,ParallelScavenge,Allocation Failure,59756856,4078822
422,ParallelScavenge,Allocation Failure,60109112,6490284
423,ParallelScavenge,Allocation Failure,60428600,4857278
424,ParallelScavenge,Allocation Failure,60748088,6466898
425,ParallelScavenge,Allocation Failure,61043000,4206589
426,ParallelScavenge,Allocation Failure,61354296,5472417
427,ParallelScavenge,Allocation Failure,61706552,5152162
428,ParallelScavenge,Allocation Failure,61985080,5195627
429,ParallelScavenge,Allocation Failure,62312760,5023298
430,ParallelScavenge,Allocation Failure,62624056,4256015
431,ParallelScavenge,Allocation Failure,62918968,4363569
432,ParallelOld,Ergonomics,48083256,55635215
433,ParallelScavenge,Allocation Failure,36578688,2092400
434,ParallelScavenge,Allocation Failure,36447616,1367792
435,ParallelScavenge,Allocation Failure,36742528,2047366
436,ParallelScavenge,Allocation Failure,36480384,3786702
437,ParallelScavenge,Allocation Failure,36775296,2184415
438,ParallelScavenge,Allocation Failure,37070208,4365880
439,ParallelScavenge,Allocation Failure,37332352,2429535
440,ParallelScavenge,Allocation Failure,37660032,2435671
441,ParallelScavenge,Allocation Failure,37954944,5588641
442,ParallelScavenge,Allocation Failure,38184320,3361208
443,ParallelScavenge,Allocation Failure,38479232,3144921
444,ParallelScavenge,Allocation Failure,38806912,3162760
445,ParallelScavenge,Allocation Failure,39101824,3257344
446,ParallelScavenge,Allocation Failure,39396736,3702562
447,ParallelScavenge,Allocation Failure,39658880,4023357
448,ParallelScavenge,Allocation Failure,39429504,4585878
449,ParallelScavenge,Allocation Failure,39667072,4162889
450,ParallelScavenge,Allocation Failure,40011136,4411115
451,ParallelScavenge,Allocation Failure,40322432,5141911
452,ParallelScavenge,Allocation Failure,40584576,3755159
453,ParallelScavenge,Allocation Failure,40887680,4145391
454,ParallelScavenge,Allocation Failure,41158016,4864632
455,ParallelScavenge,Allocation Failure,41452928,3789062
456,ParallelScavenge,Allocation Failure,41756032,5810688
457,ParallelScavenge,Allocation Failure,41985408,5912211
458,ParallelScavenge,Allocation Failure,42345856,3694303
459,ParallelScavenge,Allocation Failure,42616192,4423123
460,ParallelScavenge,Allocation Failure,42886528,5471182
461,ParallelScavenge,Allocation Failure,43173248,3780312
462,ParallelScavenge,Allocation Failure,43476352,3724062
463,ParallelScavenge,Allocation Failure,43779456,5386964
464,ParallelScavenge,Allocation Failure,43992448,3644275
465,ParallelScavenge,Allocation Failure,44352896,3746373
466,ParallelScavenge,Allocation Failure,44623232,3698513
467,ParallelScavenge,Allocation Failure,44909952,3754729
468,ParallelScavenge,Allocation Failure,45245824,3667916
469,ParallelScavenge,Allocation Failure,45548928,7834391
470,ParallelScavenge,Allocation Failure,45761920,3975665
471,ParallelScavenge,Allocation Failure,46155136,3979231
472,ParallelScavenge,Allocation Failure,46425472,4791524
473,ParallelScavenge,Allocation Failure,46687616,4128590
474,ParallelScavenge,Allocation Failure,47015296,3869240
475,ParallelScavenge,Allocation Failure,47277440,4318286
476,ParallelScavenge,Allocation Failure,47555968,4249831
477,ParallelScavenge,Allocation Failure,47801728,4209804
478,ParallelScavenge,Allocation Failure,48170368,4553552
479,ParallelScavenge,Allocation Failure,48457088,4253682
480,ParallelScavenge,Allocation Failure,48719232,5271425
481,ParallelScavenge,Allocation Failure,49038720,6930781
482,ParallelScavenge,Allocation Failure,49276288,4050905
483,ParallelScavenge,Allocation Failure,49636736,3989116
484,ParallelScavenge,Allocation Failure,49923456,4400376
485,ParallelScavenge,Allocation Failure,50185600,4187041
486,ParallelScavenge,Allocation Failure,50505088,4443464
487,ParallelScavenge,Allocation Failure,50759040,4307297
488,ParallelScavenge,Allocation Failure,51012992,5366959
489,ParallelScavenge,Allocation Failure,51332480,3860101
490,ParallelScavenge,Allocation Failure,51668352,4222058
491,ParallelScavenge,Allocation Failure,51955072,4110415
492,ParallelScavenge,Allocation Failure,52241792,4696083
493,ParallelScavenge,Allocation Failure,52495744,4136016
494,ParallelScavenge,Allocation Failure,52848000,8556603
495,ParallelScavenge,Allocation Failure,53028224,3885833
496,ParallelScavenge,Allocation Failure,53355904,4568399
497,ParallelScavenge,Allocation Failure,53642624,3801076
498,ParallelScavenge,Allocation Failure,53978496,3786618
499,ParallelScavenge,Allocation Failure,54306176,4585303
500,ParallelScavenge,Allocation Failure,54568320,4613275
501,ParallelScavenge,Allocation Failure,54830464,3950205
502,ParallelScavenge,Allocation Failure,55158144,4717918
503,ParallelScavenge,Allocation Failure,55403904,4244458
504,ParallelScavenge,Allocation Failure,55723392,3983812
505,ParallelScavenge,Allocation Failure,55993728,3802529
506,ParallelScavenge,Allocation Failure,56329600,4355896
507,ParallelScavenge,Allocation Failure,56616320,5504502
508,ParallelScavenge,Allocation Failure,56903040,4239669
509,ParallelScavenge,Allocation Failure,57156992,4433916
510,ParallelScavenge,Allocation Failure,57451904,3788730
511,ParallelScavenge,Allocation Failure,57779584,4231052
512,ParallelScavenge,Allocation Failure,58074496,3995608
513,ParallelScavenge,Allocation Failure,58336640,3914146
514,ParallelScavenge,Allocation Failure,58697088,3781583
515,ParallelScavenge,Allocation Failure,58959232,4209683
516,ParallelScavenge,Allocation Failure,59229568,4728605
517,ParallelScavenge,Allocation Failure,59557248,4136710
518,ParallelScavenge,Allocation Failure,59876736,4821855
519,ParallelScavenge,Allocation Failure,60171648,4891509
520,ParallelScavenge,Allocation Failure,60425600,5519760
521,ParallelScavenge,Allocation Failure,60745088,4602930
522,ParallelScavenge,Allocation Failure,61007232,4260924
523,ParallelScavenge,Allocation Failure,61302144,4383856
524,ParallelOld,Ergonomics,47932800,67475478
525,ParallelScavenge,Allocation Failure,35725912,2054895
